Isle of Man	336.0	NULL	24.0	NULL	312.0	0.0	NULL	3948.0	282.0	9423.0	110734.0	85096.0	7.14%	47.0	21.0	60.0	35.0	NULL	NULL	Isle of Man	336		24		312	0		3948.00	282	9423.00	110734.00	85096	7.14%	47	21	60	35
Israel	99599.0	1630.0	795.0	14.0	74579.0	24225.0	389.0	10829.0	86.0	2180096.0	237029.0	9197590.0	1.05%	16.0	57.0	19.0	169.0	NULL	NULL	Israel	99599.00	1630.00	795	14	74579.00	24225.00	389	10829.00	86	2180096.00	237029.00	9197590	1.05%	16	57	19	169
Italy	256118.0	840.0	35418.0	6.0	204686.0	16014.0	68.0	4237.0	586.0	7790596.0	128878.0	6.044918E7	14.75%	40.0	7.0	55.0	12.0	NULL	NULL	Italy	256118.00	840	35418.00	6	204686.00	16014.00	68	4237.00	586	7790596.00	128878.00	60449180	14.75%	40	7	55	12
Ivory Coast	17249.0	17.0	112.0	1.0	14611.0	2526.0	NULL	652.0	4.0	117115.0	4426.0	2.6463011E7	0.76%	175.0	162.0	138.0	175.0	NULL	NULL	Ivory Coast	17249.00	17	112	1	14611.00	2526.00		652	4	117115.00	4426.00	26463011	0.76%	175	162	138	175
Jamaica	1192.0	46.0	14.0	NULL	772.0	406.0	1.0	402.0	5.0	49215.0	16610.0	2962971.0	1.78%	135.0	155.0	156.0	144.0	NULL	NULL	Jamaica	1192.00	46	14		772	406	1	402	5	49215.00	16610.00	2962971	1.78%	135	155	156	144
Japan	58501.0	951.0	1144.0	16.0	45266.0	12091.0	237.0	463.0	9.0	1259422.0	9962.0	1.26421114E8	2.46%	152.0	137.0	154.0	125.0	NULL	NULL	Japan	58501.00	951	1144.00	16	45266.00	12091.00	237	463	9	1259422.00	9962.00	126421114	2.46%	152	137	154	125
Jordan	1498.0	16.0	11.0	NULL	1261.0	226.0	3.0	147.0	1.0	720972.0	70566.0	1.0217009E7	0.86%	67.0	177.0	184.0	172.0	NULL	NULL	Jordan	1498.00	16	11		1261.00	226	3	147	1	720972.00	70566.00	10217009	0.86%	67	177	184	172
Kazakhstan	103815.0	244.0	1415.0	NULL	86450.0	15950.0	221.0	5520.0	75.0	2291327.0	121832.0	1.8807256E7	1.61%	42.0	62.0	47.0	152.0	NULL	NULL	Kazakhstan	103815.00	244	1415.00		86450.00	15950.00	221	5520.00	75	2291327.00	121832.00	18807256	1.61%	42	62	47	152
Kenya	31441.0	426.0	516.0	10.0	17869.0	13056.0	44.0	583.0	10.0	398585.0	7391.0	5.3926571E7	2.81%	161.0	134.0	141.0	111.0	NULL	NULL	Kenya	31441.00	426	516	10	17869.00	13056.00	44	583	10	398585.00	7391.00	53926571	2.81%	161	134	141	111
Kuwait	78767.0	622.0	509.0	2.0	70642.0	7616.0	94.0	18407.0	119.0	577588.0	134980.0	4279075.0	0.72%	35.0	46.0	7.0	178.0	NULL	NULL	Kuwait	78767.00	622	509	2	70642.00	7616.00	94	18407.00	119	577588.00	134980.00	4279075	0.72%	35	46	7	178
Kyrgyzstan	42507.0	182.0	1498.0	0.0	35486.0	5523.0	24.0	6501.0	229.0	267718.0	40944.0	6538600.0	4.05%	101.0	28.0	38.0	83.0	NULL	NULL	Kyrgyzstan	42507.00	182	1498.00	0	35486.00	5523.00	24	6501.00	229	267718.00	40944.00	6538600	4.05%	101	28	38	83
Laos	22.0	NULL	NULL	NULL	19.0	3.0	NULL	3.0	NULL	35428.0	4860.0	7289790.0		173.0	NULL	214.0	NULL	NULL	NULL	Laos	22				19	3		3		35428.00	4860.00	7289790		173		214	
Latvia	1327.0	1.0	33.0	NULL	1093.0	201.0	NULL	705.0	18.0	232918.0	123686.0	1883144.0	2.93%	41.0	114.0	133.0	107.0	NULL	NULL	Latvia	1327.00	1	33		1093.00	201		705	18	232918.00	123686.00	1883144	2.93%	41	114	133	107
Lebanon	10952.0	605.0	113.0	4.0	3040.0	7799.0	72.0	1606.0	17.0	443709.0	65050.0	6821056.0	3.58%	70.0	118.0	100.0	86.0	NULL	NULL	Lebanon	10952.00	605	113	4	3040.00	7799.00	72	1606.00	17	443709.00	65050.00	6821056	3.58%	70	118	100	86
Lesotho	996.0	50.0	30.0	NULL	423.0	543.0	NULL	464.0	14.0	12033.0	5611.0	2144591.0	6.62%	169.0	128.0	153.0	39.0	NULL	NULL	Lesotho	996	50	30		423	543		464	14	12033.00	5611.00	2144591	6.62%	169	128	153	39
Liberia	1284.0	2.0	82.0	NULL	803.0	399.0	NULL	253.0	16.0	NULL	NULL	5073177.0	9.27%	NULL	122.0	170.0	26.0	NULL	NULL	Liberia	1284.00	2	82		803	399		253	16			5073177	9.27%		122	170	26
Libya	9707.0	244.0	173.0	4.0	1047.0	8487.0	NULL	1410.0	25.0	88492.0	12855.0	6883928.0	14.18%	144.0	103.0	105.0	14.0	NULL	NULL	Libya	9707.00	244	173	4	1047.00	8487.00		1410.00	25	88492.00	12855.00	6883928	14.18%	144	103	105	14
Liechtenstein	99.0	1.0	1.0	NULL	88.0	10.0	NULL	2595.0	26.0	900.0	23595.0	38143.0	1.12%	124.0	101.0	87.0	165.0	NULL	NULL	Liechtenstein	99	1	1		88	10		2595.00	26	900	23595.00	38143	1.12%	124	101	87	165
Lithuania	2528.0	32.0	82.0	1.0	1747.0	699.0	6.0	931.0	30.0	594478.0	218825.0	2716679.0	4.48%	20.0	98.0	125.0	70.0	NULL	NULL	Lithuania	2528.00	32	82	1	1747.00	699	6	931	30	594478.00	218825.00	2716679	4.48%	20	98	125	70
Luxembourg	7637.0	71.0	124.0	NULL	6903.0	610.0	3.0	12174.0	198.0	706629.0	1126386.0	627342.0	1.76%	4.0	32.0	16.0	148.0	NULL	NULL	Luxembourg	7637.00	71	124		6903.00	610	3	12174.00	198	706629.00	1126386.00	627342	1.76%	4	32	16	148
MS Zaandam	9.0	NULL	2.0	NULL	NULL	7.0	NULL	NULL	NULL	NULL	NULL	NULL	100.00%	NULL	NULL	NULL	1.0	NULL	NULL	MS Zaandam	9		2			7							100.00%				1
Macao	46.0	NULL	NULL	NULL	46.0	0.0	NULL	71.0	NULL	4071.0	6258.0	650532.0		167.0	NULL	195.0	NULL	NULL	NULL	Macao	46				46	0		71		4071.00	6258.00	650532		167		195	
Madagascar	14154.0	80.0	177.0	4.0	13038.0	939.0	83.0	509.0	6.0	53954.0	1942.0	2.7783027E7	1.34%	183.0	148.0	150.0	161.0	NULL	NULL	Madagascar	14154.00	80	177	4	13038.00	939	83	509	6	53954.00	1942.00	27783027	1.34%	183	148	150	161
Malawi	5282.0	42.0	165.0	1.0	2883.0	2234.0	4.0	275.0	9.0	41026.0	2137.0	1.919381E7	5.41%	181.0	137.0	168.0	54.0	NULL	NULL	Malawi	5282.00	42	165	1	2883.00	2234.00	4	275	9	41026.00	2137.00	19193810	5.41%	181	137	168	54
Malaysia	9240.0	5.0	125.0	NULL	8932.0	183.0	7.0	285.0	4.0	1152140.0	35535.0	3.2422234E7	1.38%	105.0	162.0	167.0	160.0	NULL	NULL	Malaysia	9240.00	5	125		8932.00	183	7	285	4	1152140.00	35535.00	32422234	1.38%	105	162	167	160
Maldives	6370.0	145.0	24.0	NULL	3915.0	2431.0	12.0	11757.0	44.0	100233.0	184996.0	541813.0	0.61%	25.0	84.0	17.0	185.0	NULL	NULL	Maldives	6370.00	145	24		3915.00	2431.00	12	11757.00	44	100233.00	184996.00	541813	0.61%	25	84	17	185
Mali	2667.0	NULL	125.0	NULL	1993.0	549.0	NULL	131.0	6.0	32716.0	1610.0	2.0325303E7	5.90%	187.0	148.0	188.0	45.0	NULL	NULL	Mali	2667.00		125		1993.00	549		131	6	32716.00	1610.00	20325303	5.90%	187	148	188	45
Malta	1510.0	40.0	9.0	NULL	802.0	699.0	NULL	3419.0	20.0	166348.0	376602.0	441708.0	1.11%	13.0	112.0	75.0	168.0	NULL	NULL	Malta	1510.00	40	9		802	699		3419.00	20	166348.00	376602.00	441708	1.11%	13	112	75	168
Martinique	336.0	NULL	16.0	NULL	98.0	222.0	2.0	895.0	43.0	12227.0	32586.0	375224.0	14.04%	112.0	85.0	127.0	15.0	NULL	NULL	Martinique	336		16		98	222	2	895	43	12227.00	32586.00	375224	14.04%	112	85	127	15
Mauritania	6848.0	19.0	158.0	NULL	6123.0	567.0	3.0	1468.0	34.0	68872.0	14762.0	4665419.0	2.52%	138.0	93.0	103.0	118.0	NULL	NULL	Mauritania	6848.00	19	158		6123.00	567	3	1468.00	34	68872.00	14762.00	4665419	2.52%	138	93	103	118
Mauritius	346.0	NULL	10.0	NULL	334.0	2.0	NULL	272.0	8.0	205285.0	161379.0	1272065.0	2.91%	32.0	141.0	169.0	109.0	NULL	NULL	Mauritius	346		10		334	2		272	8	205285.00	161379.00	1272065	2.91%	32	141	169	109
Mayotte	3160.0	NULL	39.0	NULL	2964.0	157.0	1.0	11547.0	143.0	13000.0	47502.0	273671.0	1.30%	89.0	41.0	18.0	162.0	NULL	NULL	Mayotte	3160.00		39		2964.00	157	1	11547.00	143	13000.00	47502.00	273671	1.30%	89	41	18	162
Mexico	537031.0	5792.0	58481.0	707.0	367537.0	111013.0	3480.0	4159.0	453.0	1211552.0	9383.0	1.29117943E8	13.73%	153.0	13.0	57.0	16.0	NULL	NULL	Mexico	537031.00	5792.00	58481.00	707	367537.00	111013.00	3480.00	4159.00	453	1211552.00	9383.00	129117943	13.73%	153	13	57	16
Moldova	31937.0	522.0	921.0	7.0	21885.0	9131.0	362.0	7920.0	228.0	183923.0	45609.0	4032626.0	4.04%	93.0	29.0	30.0	84.0	NULL	NULL	Moldova	31937.00	522	921	7	21885.00	9131.00	362	7920.00	228	183923.00	45609.00	4032626	4.04%	93	29	30	84
Monaco	150.0	2.0	4.0	NULL	115.0	31.0	1.0	3819.0	102.0	51953.0	1322632.0	39280.0	3.36%	3.0	53.0	62.0	90.0	NULL	NULL	Monaco	150	2	4		115	31	1	3819.00	102	51953.00	1322632.00	39280	3.36%	3	53	62	90
Mongolia	298.0	NULL	NULL	NULL	281.0	17.0	1.0	91.0	NULL	46332.0	14103.0	3285365.0		139.0	NULL	192.0	NULL	NULL	NULL	Mongolia	298				281	17	1	91		46332.00	14103.00	3285365		139		192	
Montenegro	4229.0	55.0	81.0	1.0	3186.0	962.0	NULL	6733.0	129.0	44219.0	70404.0	628077.0	2.48%	68.0	44.0	36.0	122.0	NULL	NULL	Montenegro	4229.00	55	81	1	3186.00	962		6733.00	129	44219.00	70404.00	628077	2.48%	68	44	36	122
Montserrat	13.0	NULL	1.0	NULL	12.0	0.0	NULL	2604.0	200.0	61.0	12220.0	4992.0	7.69%	145.0	31.0	86.0	32.0	NULL	NULL	Montserrat	13		1		12	0		2604.00	200	61	12220.00	4992	7.69%	145	31	86	32
Morocco	47638.0	1325.0	775.0	32.0	32806.0	14057.0	31.0	1289.0	21.0	1670569.0	45187.0	3.6970089E7	2.31%	94.0	111.0	110.0	129.0	NULL	NULL	Morocco	47638.00	1325.00	775	32	32806.00	14057.00	31	1289.00	21	1670569.00	45187.00	36970089	2.31%	94	111	110	129
Mozambique	3115.0	70.0	20.0	1.0	1380.0	1715.0	NULL	99.0	0.6	82264.0	2623.0	3.1367587E7	1.43%	178.0	182.0	191.0	158.0	NULL	NULL	Mozambique	3115.00	70	20	1	1380.00	1715.00		99	0.6	82264.00	2623.00	31367587	1.43%	178	182	191	158
Myanmar	399.0	5.0	6.0	NULL	333.0	60.0	NULL	7.0	0.1	141044.0	2590.0	5.4460318E7	1.77%	179.0	189.0	213.0	147.0	NULL	NULL	Myanmar	399	5	6		333	60		7	0.1	141044.00	2590.00	54460318	1.77%	179	189	213	147
Namibia	4912.0	247.0	41.0	2.0	2442.0	2429.0	18.0	1929.0	16.0	45744.0	17960.0	2547027.0	1.65%	131.0	122.0	92.0	150.0	NULL	NULL	Namibia	4912.00	247	41	2	2442.00	2429.00	18	1929.00	16	45744.00	17960.00	2547027	1.65%	131	122	92	150
Nepal	29645.0	707.0	126.0	6.0	17964.0	11555.0	NULL	1015.0	4.0	878622.0	30083.0	2.9206558E7	0.70%	116.0	162.0	118.0	179.0	NULL	NULL	Nepal	29645.00	707	126	6	17964.00	11555.00		1015.00	4	878622.00	30083.00	29206558	0.70%	116	162	118	179
Netherlands	65054.0	529.0	6191.0	10.0	0.0	0.0	51.0	3795.0	361.0	1312787.0	76591.0	1.7140202E7	100.00%	63.0	17.0	63.0	1.0	NULL	NULL	Netherlands	65054.00	529	6191.00	10	0	0	51	3795.00	361	1312787.00	76591.00	17140202	100.00%	63	17	63	1
New Caledonia	23.0	NULL	NULL	NULL	22.0	1.0	NULL	80.0	NULL	11838.0	41410.0	285874.0		99.0	NULL	194.0	NULL	NULL	NULL	New Caledonia	23				22	1		80		11838.00	41410.00	285874		99		194	
New Zealand	1654.0	5.0	22.0	NULL	1531.0	101.0	6.0	331.0	4.0	657506.0	131446.0	5002100.0	1.42%	38.0	162.0	160.0	159.0	NULL	NULL	New Zealand	1654.00	5	22		1531.00	101	6	331	4	657506.00	131446.00	5002100	1.42%	38	162	160	159
Nicaragua	4311.0	NULL	133.0	NULL	2913.0	1265.0	NULL	650.0	20.0	NULL	NULL	6635277.0	4.37%	NULL	112.0	139.0	74.0	NULL	NULL	Nicaragua	4311.00		133		2913.00	1265.00		650	20			6635277	4.37%		112	139	74
Niger	1169.0	2.0	69.0	NULL	1082.0	18.0	NULL	48.0	3.0	9052.0	372.0	2.4315155E7	5.99%	193.0	169.0	202.0	43.0	NULL	NULL	Niger	1169.00	2	69		1082.00	18		48	3	9052.00	372	24315155	5.99%	193	169	202	43
Nigeria	50964.0	476.0	992.0	7.0	37569.0	12403.0	7.0	246.0	5.0	352625.0	1705.0	2.06802324E8	2.57%	185.0	155.0	173.0	115.0	NULL	NULL	Nigeria	50964.00	476	992	7	37569.00	12403.00	7	246	5	352625.00	1705.00	206802324	2.57%	185	155	173	115
North Macedonia	13194.0	118.0	554.0	3.0	9752.0	2888.0	4.0	6333.0	266.0	132493.0	63596.0	2083362.0	5.38%	75.0	24.0	40.0	56.0	NULL	NULL	North Macedonia	13194.00	118	554	3	9752.00	2888.00	4	6333.00	266	132493.00	63596.00	2083362	5.38%	75	24	40	56
Norway	10197.0	35.0	264.0	2.0	9150.0	783.0	1.0	1879.0	49.0	588550.0	108447.0	5427090.0	2.80%	49.0	82.0	93.0	112.0	NULL	NULL	Norway	10197.00	35	264	2	9150.00	783	1	1879.00	49	588550.00	108447.00	5427090	2.80%	49	82	93	112
Oman	83769.0	163.0	609.0	6.0	78386.0	4774.0	151.0	16350.0	119.0	309212.0	60353.0	5123430.0	0.77%	79.0	46.0	11.0	174.0	NULL	NULL	Oman	83769.00	163	609	6	78386.00	4774.00	151	16350.00	119	309212.00	60353.00	5123430	0.77%	79	46	11	174
Pakistan	290958.0	513.0	6209.0	8.0	272804.0	11945.0	725.0	1314.0	28.0	2363752.0	10673.0	2.21460187E8	2.23%	148.0	100.0	109.0	134.0	NULL	NULL	Pakistan	290958.00	513	6209.00	8	272804.00	11945.00	725	1314.00	28	2363752.00	10673.00	221460187	2.23%	148	100	109	134
Palestine	17989.0	383.0	120.0	1.0	10682.0	7187.0	NULL	3516.0	23.0	214862.0	41991.0	5116888.0	1.11%	98.0	107.0	71.0	167.0	NULL	NULL	Palestine	17989.00	383	120	1	10682.00	7187.00		3516.00	23	214862.00	41991.00	5116888	1.11%	98	107	71	167
Panama	83855.0	101.0	1844.0	17.0	59174.0	22837.0	154.0	19393.0	426.0	287300.0	66445.0	4323882.0	3.02%	69.0	14.0	6.0	101.0	NULL	NULL	Panama	83855.00	101	1844.00	17	59174.00	22837.00	154	19393.00	426	287300.00	66445.00	4323882	3.02%	69	14	6	101
Papua New Guinea	361.0	14.0	4.0	1.0	198.0	159.0	NULL	40.0	0.4	14439.0	1610.0	8969502.0	1.98%	187.0	184.0	203.0	141.0	NULL	NULL	Papua New Guinea	361	14	4	1	198	159		40	0.4	14439.00	1610.00	8969502	1.98%	187	184	203	141
Paraguay	11817.0	684.0	170.0	5.0	6783.0	4864.0	63.0	1654.0	24.0	166110.0	23250.0	7144441.0	2.44%	125.0	104.0	97.0	126.0	NULL	NULL	Paraguay	11817.00	684	170	5	6783.00	4864.00	63	1654.00	24	166110.00	23250.00	7144441	2.44%	125	104	97	126
Peru	567059.0	8639.0	27034.0	200.0	380730.0	159295.0	1519.0	17166.0	818.0	2852011.0	86336.0	3.3033892E7	6.63%	58.0	3.0	9.0	38.0	NULL	NULL	Peru	567059.00	8639.00	27034.00	200	380730.00	159295.00	1519.00	17166.00	818	2852011.00	86336.00	33033892	6.63%	58	3	9	38
Philippines	177579.0	3896.0	2881.0	86.0	113903.0	60795.0	717.0	1618.0	26.0	2193448.0	19981.0	1.09778515E8	2.47%	129.0	101.0	99.0	124.0	NULL	NULL	Philippines	177579.00	3896.00	2881.00	86	113903.00	60795.00	717	1618.00	26	2193448.00	19981.00	109778515	2.47%	129	101	99	124
Poland	59378.0	767.0	1925.0	12.0	40481.0	16972.0	85.0	1569.0	51.0	2409394.0	63672.0	3.7840722E7	4.54%	74.0	78.0	101.0	66.0	NULL	NULL	Poland	59378.00	767	1925.00	12	40481.00	16972.00	85	1569.00	51	2409394.00	63672.00	37840722	4.54%	74	78	101	66
Portugal	54992.0	291.0	1788.0	2.0	40264.0	12940.0	39.0	5395.0	175.0	1880235.0	184473.0	1.0192461E7	4.25%	26.0	34.0	49.0	80.0	NULL	NULL	Portugal	54992.00	291	1788.00	2	40264.00	12940.00	39	5395.00	175	1880235.00	184473.00	10192461	4.25%	26	34	49	80
Qatar	116224.0	268.0	193.0	NULL	112924.0	3107.0	64.0	41393.0	69.0	572273.0	203815.0	2807805.0	0.17%	23.0	65.0	1.0	191.0	NULL	NULL	Qatar	116224.00	268	193		112924.00	3107.00	64	41393.00	69	572273.00	203815.00	2807805	0.17%	23	65	1	191
Romania	74963.0	1346.0	3154.0	48.0	34196.0	37613.0	489.0	3900.0	164.0	1591015.0	82783.0	1.9219141E7	8.44%	60.0	35.0	61.0	28.0	NULL	NULL	Romania	74963.00	1346.00	3154.00	48	34196.00	37613.00	489	3900.00	164	1591015.00	82783.00	19219141	8.44%	60	35	61	28
Russia	942106.0	4785.0	16099.0	110.0	755513.0	170494.0	2300.0	6455.0	110.0	3.35E7	229541.0	1.45943309E8	2.09%	17.0	49.0	39.0	140.0	NULL	NULL	Russia	942106.00	4785.00	16099.00	110	755513.00	170494.00	2300.00	6455.00	110	33500000.00	229541.00	145943309	2.09%	17	49	39	140
Rwanda	2717.0	73.0	11.0	1.0	1705.0	1001.0	NULL	209.0	0.8	351383.0	27042.0	1.2993865E7	0.64%	118.0	180.0	179.0	182.0	NULL	NULL	Rwanda	2717.00	73	11	1	1705.00	1001.00		209	0.8	351383.00	27042.00	12993865	0.64%	118	180	179	182
Réunio	996.0	51.0	5.0	NULL	657.0	334.0	3.0	1111.0	6.0	35419.0	39521.0	896196.0	0.76%	104.0	148.0	115.0	176.0	NULL	NULL	Réunio	996	51	5		657	334	3	1111.00	6	35419.00	39521.00	896196	0.76%	104	148	115	176
S. Korea	16346.0	288.0	307.0	1.0	14063.0	1976.0	12.0	319.0	6.0	1734083.0	33819.0	5.1275415E7	2.14%	111.0	148.0	162.0	137.0	NULL	NULL	S. Korea	16346.00	288	307	1	14063.00	1976.00	12	319	6	1734083.00	33819.00	51275415	2.14%	111	148	162	137
Saint Kitts and Nevis	17.0	NULL	NULL	NULL	17.0	0.0	NULL	319.0	NULL	1385.0	26009.0	53251.0		120.0	NULL	162.0	NULL	NULL	NULL	Saint Kitts and Nevis	17				17	0		319		1385.00	26009.00	53251		120		162	
Saint Lucia	26.0	NULL	NULL	NULL	25.0	1.0	NULL	142.0	NULL	4946.0	26918.0	183744.0		119.0	NULL	186.0	NULL	NULL	NULL	Saint Lucia	26				25	1		142		4946.00	26918.00	183744		119		186	
Saint Martin	121.0	NULL	5.0	NULL	49.0	67.0	1.0	3122.0	129.0	2449.0	63193.0	38754.0	9.26%	76.0	44.0	77.0	27.0	NULL	NULL	Saint Martin	121		5		49	67	1	3122.00	129	2449.00	63193.00	38754	9.26%	76	44	77	27
Saint Pierre Miquelon	5.0	NULL	NULL	NULL	1.0	4.0	NULL	864.0	NULL	NULL	NULL	5790.0		NULL	NULL	128.0	NULL	NULL	NULL	Saint Pierre Miquelon	5				1	4		864				5790				128	
San Marino	704.0	NULL	42.0	NULL	657.0	5.0	NULL	20742.0	1237.0	6511.0	191833.0	33941.0	6.01%	24.0	1.0	4.0	42.0	NULL	NULL	San Marino	704		42		657	5		20742.00	1237.00	6511.00	191833.00	33941	6.01%	24	1	4	42
Sao Tome and Principe	888.0	3.0	15.0	NULL	829.0	44.0	NULL	4042.0	68.0	3432.0	15621.0	219700.0	1.78%	137.0	66.0	59.0	145.0	NULL	NULL	Sao Tome and Principe	888	3	15		829	44		4042.00	68	3432.00	15621.00	219700	1.78%	137	66	59	145
Saudi Arabia	303973.0	1287.0	3548.0	42.0	275476.0	24949.0	1682.0	8713.0	102.0	4501104.0	129021.0	3.4886672E7	1.27%	39.0	53.0	24.0	163.0	NULL	NULL	Saudi Arabia	303973.00	1287.00	3548.00	42	275476.00	24949.00	1682.00	8713.00	102	4501104.00	129021.00	34886672	1.27%	39	53	24	163
Senegal	12559.0	113.0	261.0	3.0	8050.0	4248.0	39.0	748.0	16.0	134349.0	7997.0	1.6800813E7	3.14%	159.0	122.0	132.0	98.0	NULL	NULL	Senegal	12559.00	113	261	3	8050.00	4248.00	39	748	16	134349.00	7997.00	16800813	3.14%	159	122	132	98
Serbia	30209.0	161.0	689.0	5.0	27908.0	1612.0	52.0	3459.0	79.0	842441.0	96474.0	8732325.0	2.41%	54.0	60.0	73.0	127.0	NULL	NULL	Serbia	30209.00	161	689	5	27908.00	1612.00	52	3459.00	79	842441.00	96474.00	8732325	2.41%	54	60	73	127
Seychelles	132.0	NULL	NULL	NULL	126.0	6.0	NULL	1341.0	NULL	NULL	NULL	98431.0		NULL	NULL	107.0	NULL	NULL	NULL	Seychelles	132				126	6		1341.00				98431				107	
Sierra Leone	1969.0	8.0	69.0	NULL	1536.0	364.0	NULL	246.0	9.0	NULL	NULL	7998386.0	4.30%	NULL	137.0	173.0	79.0	NULL	NULL	Sierra Leone	1969.00	8	69		1536.00	364		246	9			7998386	4.30%		137	173	79
Singapore	56099.0	68.0	27.0	0.0	53119.0	2953.0	NULL	9579.0	5.0	1745928.0	298108.0	5856690.0	0.05%	15.0	155.0	22.0	192.0	NULL	NULL	Singapore	56099.00	68	27	0	53119.00	2953.00		9579.00	5	1745928.00	298108.00	5856690	0.05%	15	155	22	192
Sint Maarten	348.0	15.0	17.0	NULL	133.0	198.0	3.0	8104.0	396.0	1983.0	46179.0	42942.0	11.33%	92.0	15.0	29.0	18.0	NULL	NULL	Sint Maarten	348	15	17		133	198	3	8104.00	396	1983.00	46179.00	42942	11.33%	92	15	29	18
Slovakia	3102.0	80.0	33.0	NULL	2014.0	1055.0	8.0	568.0	6.0	304021.0	55681.0	5460016.0	1.61%	83.0	148.0	142.0	151.0	NULL	NULL	Slovakia	3102.00	80	33		2014.00	1055.00	8	568	6	304021.00	55681.00	5460016	1.61%	83	148	142	151
Slovenia	2536.0	43.0	129.0	NULL	2079.0	328.0	3.0	1220.0	62.0	147091.0	70752.0	2078978.0	5.84%	66.0	71.0	112.0	46.0	NULL	NULL	Slovenia	2536.00	43	129		2079.00	328	3	1220.00	62	147091.00	70752.00	2078978	5.84%	66	71	112	46
Somalia	3265.0	NULL	93.0	NULL	2396.0	776.0	NULL	205.0	6.0	NULL	NULL	1.5950038E7	3.74%	NULL	148.0	180.0	85.0	NULL	NULL	Somalia	3265.00		93		2396.00	776		205	6			15950038	3.74%		148	180	85
South Africa	599940.0	3880.0	12618.0	195.0	497169.0	90153.0	539.0	10098.0	212.0	3480283.0	58581.0	5.9410167E7	2.48%	82.0	30.0	20.0	123.0	NULL	NULL	South Africa	599940.00	3880.00	12618.00	195	497169.00	90153.00	539	10098.00	212	3480283.00	58581.00	59410167	2.48%	82	30	20	123
South Sudan	2494.0	NULL	47.0	NULL	1290.0	1157.0	NULL	222.0	4.0	12044.0	1074.0	1.121159E7	3.52%	191.0	162.0	175.0	87.0	NULL	NULL	South Sudan	2494.00		47		1290.00	1157.00		222	4	12044.00	1074.00	11211590	3.52%	191	162	175	87
Spain	404229.0	3349.0	28813.0	16.0	0.0	0.0	522.0	8645.0	616.0	7955615.0	170147.0	4.6757339E7	100.00%	29.0	5.0	25.0	1.0	NULL	NULL	Spain	404229.00	3349.00	28813.00	16	0	0	522	8645.00	616	7955615.00	170147.00	46757339	100.00%	29	5	25	1
Sri Lanka	2918.0	16.0	11.0	NULL	2765.0	142.0	1.0	136.0	0.5	195025.0	9102.0	2.1425788E7	0.40%	154.0	183.0	187.0	189.0	NULL	NULL	Sri Lanka	2918.00	16	11		2765.00	142	1	136	0.5	195025.00	9102.00	21425788	0.40%	154	183	187	189
St. Barth	16.0	NULL	NULL	NULL	9.0	7.0	NULL	1619.0	NULL	1699.0	171946.0	9881.0		28.0	NULL	98.0	NULL	NULL	NULL	St. Barth	16				9	7		1619.00		1699.00	171946.00	9881		28		98	
St. Vincent Grenadines	58.0	NULL	NULL	NULL	56.0	2.0	NULL	523.0	NULL	3033.0	27327.0	110989.0		117.0	NULL	148.0	NULL	NULL	NULL	St. Vincent Grenadines	58				56	2		523		3033.00	27327.00	110989		117		148	
Sudan	12582.0	36.0	812.0	4.0	6456.0	5314.0	NULL	286.0	18.0	401.0	9.0	4.3982802E7	11.17%	194.0	114.0	166.0	19.0	NULL	NULL	Sudan	12582.00	36	812	4	6456.00	5314.00		286	18	401	9	43982802	11.17%	194	114	166	19
Suriname	3366.0	71.0	55.0	1.0	2383.0	928.0	20.0	5731.0	94.0	5889.0	10026.0	587354.0	2.26%	151.0	56.0	45.0	131.0	NULL	NULL	Suriname	3366.00	71	55	1	2383.00	928	20	5731.00	94	5889.00	10026.00	587354	2.26%	151	56	45	131
Sweden	85810.0	NULL	5805.0	5.0	0.0	0.0	27.0	8489.0	574.0	1030010.0	101900.0	1.0108001E7	100.00%	53.0	8.0	26.0	1.0	NULL	NULL	Sweden	85810.00		5805.00	5	0	0	27	8489.00	574	1030010.00	101900.00	10108001	100.00%	53	8	26	1
Switzerland	39026.0	266.0	1998.0	2.0	33900.0	3128.0	15.0	4505.0	231.0	910283.0	105073.0	8663370.0	5.57%	50.0	27.0	54.0	51.0	NULL	NULL	Switzerland	39026.00	266	1998.00	2	33900.00	3128.00	15	4505.00	231	910283.00	105073.00	8663370	5.57%	50	27	54	51
Syria	2008.0	81.0	82.0	4.0	460.0	1466.0	NULL	114.0	5.0	NULL	NULL	1.7555909E7	15.13%	NULL	155.0	189.0	11.0	NULL	NULL	Syria	2008.00	81	82	4	460	1466.00		114	5			17555909	15.13%		155	189	11
Taiwan	486.0	NULL	7.0	NULL	457.0	22.0	NULL	20.0	0.3	85563.0	3592.0	2.3822843E7	1.51%	176.0	187.0	207.0	156.0	NULL	NULL	Taiwan	486		7		457	22		20	0.3	85563.00	3592.00	23822843	1.51%	176	187	207	156
Tajikistan	8203.0	37.0	66.0	1.0	7006.0	1131.0	NULL	858.0	7.0	NULL	NULL	9565683.0	0.93%	NULL	146.0	129.0	170.0	NULL	NULL	Tajikistan	8203.00	37	66	1	7006.00	1131.00		858	7			9565683	0.93%		146	129	170
Tanzania	509.0	NULL	21.0	NULL	183.0	305.0	7.0	8.0	0.4	NULL	NULL	5.9951725E7	10.29%	NULL	184.0	212.0	23.0	NULL	NULL	Tanzania	509		21		183	305	7	8	0.4			59951725	10.29%		184	212	23
